fy,lea,district,geo_level,grades,grades_level,student_group,student_group_level,indicator_category,indicator,printing,denominator_cnt,measure_cnt,measure_pct,value_type,doc_id
2018,01250000,Harvard,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,118,113,96.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,212,128,60.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,128,118,92.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,98,81,82.69999999999999,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,110,3,2.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,110,95,86.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,110,98,89.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,109,,98.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,109,,98.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,402,1,0.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,22,2,9.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,2,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,14,9,64.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,16,2,12.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,16,12,75.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,16,14,87.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,16,,87.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,16,,87.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,46,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,117,113,97.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,190,126,66.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01250000,Harvard,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,126,117,93.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,120,88,73.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,208,132,64.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,132,120,91.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,78,64,82.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,96,10,10.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,96,68,70.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,96,78,81.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,99,,93.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,99,,94.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,442,3,0.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,26,2,8.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,2,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,9,5,55.60000000000001,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,13,4,30.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,13,5,38.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,13,9,69.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,16,,62.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,16,,68.8,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,49,2,4.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,118,88,75.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,182,130,71.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,01620000,Lunenburg,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,130,118,91.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,110,62,56.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,346,117,34.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,117,110,94.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,146,119,81.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,175,22,12.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,175,124,70.89999999999999,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,175,146,83.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,180,,95.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,180,,95.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,702,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,41,1,2.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,1,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,18,16,88.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,26,6,23.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,26,12,46.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,26,18,69.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,31,,74.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,31,,74.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,90,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,109,62,57.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,305,116,38.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06100000,Ashburnham-Westminster,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,116,109,94.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,75,57,76.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,206,79,38.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,79,75,95.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,68,41,60.3,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,86,12,14.000000000000002,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,86,56,65.10000000000001,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,86,68,79.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,93,,91.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,93,,91.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,409,8,2.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,30,1,3.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,1,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,14,6,42.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,25,9,36.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,25,5,20.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,25,14,56.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,28,,82.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,28,,82.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,58,4,6.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,74,56,76.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,176,78,44.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06160000,Ayer Shirley School District,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,78,74,95.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,192,165,86.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,418,225,54.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,225,192,85.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,187,151,80.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,211,16,7.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,211,171,81.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,211,187,88.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,215,,98.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,215,,98.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,785,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,47,4,8.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,4,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,29,21,72.39999999999999,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,36,7,19.400000000000002,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,36,22,61.1,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,36,29,80.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,40,,92.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,5-year cohort graduation rate,1,40,,92.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,Annual dropout rate,1,88,0,0.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,190,163,86.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,371,221,60.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,06730000,Groton-Dunstable,district,K-12,all,Students without Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,221,190,86.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,132,55,42.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,391,199,51.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,199,132,66.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,141,112,79.4,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,196,21,10.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,196,120,61.199999999999996,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,196,141,71.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,STUDENT OUTCOMES,4-year cohort graduation rate,1,207,,93.7,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,STUDENT OUTCOMES,5-year cohort graduation rate,1,207,,94.2,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,All Students,all,STUDENT OUTCOMES,Annual dropout rate,1,796,7,0.9,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr AP test takers scoring 3 or above,1,3,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr enrolled in one or more AP / IB courses,1,62,6,10.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,Students with Disabilities,detail,ASSESSMENTS (AP and SAT),Jr / Sr who took AP courses and participated in one or more AP tests,1,6,,,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,College students persistently enrolled in postsecondary education for the first two years,1,14,11,78.60000000000001,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 2-year postsecondary education,1,40,3,7.5,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,High school graduates enrolled in 4-year postsecondary education,1,40,11,27.500000000000004,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,Students with Disabilities,detail,POSTSECONDARY OUTCOMES,Students enrolled in postsecondary education in the immediate fall after high school graduation,1,40,14,35.0,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
2018,07350000,North Middlesex,district,K-12,all,Students with Disabilities,detail,STUDENT OUTCOMES,4-year cohort graduation rate,1,49,,77.6,Percent of Students,sources/state-dese/dese-sped-indicators.xlsx
