fy,level,func_cat_code,func_code,func_desc,districts,gen_fund_total,grants_revolving_total,total,grant_share,per_pupil_basis,per_pupil_min,per_pupil_p25,per_pupil_median,per_pupil_p75,per_pupil_max,lunenburg_per_pupil,lunenburg_rank_of_districts,doc_id
2023,rollup,OODD,OODD,Out-of-district Expenditure,312,1889977107,441618822,2331595928,0.1894,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2023,total,TTPP,TTPP,"Expenditure (Admin, Instruction, Operations)",320,17971557128,2813697989,20785255119,0.1354,"per pupil, in-district FTE",11201,18875.5,20865.5,24110.5,48443,17684,282 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,ADMN,ADMN,Administration,320,626658406,34907456,661565859,0.0528,"per pupil, in-district FTE",263,602.8,739.0,953.0,4601,733,162 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,BENE,BENE,"Insurance, Retirement Programs and Other",320,3139884912,82238416,3222123326,0.0255,"per pupil, in-district FTE",311,3042.0,3556.5,4348.8,11418,2082,307 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,COMM,COMM,Community Activities,2,65454,0,65454,0.0000,"per pupil, in-district FTE",0,5.5,11.0,16.5,22,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,GUID,GUID,"Guidance, Counseling and Testing",320,627021319,48616191,675637511,0.0720,"per pupil, in-district FTE",5,622.0,746.5,956.8,2024,1001,66 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,LDRS,LDRS,Instructional Leadership,320,1175417717,117646763,1293064480,0.0910,"per pupil, in-district FTE",595,1097.8,1380.5,1726.5,4141,1080,249 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,MATL,MATL,"Instructional Materials, Equipment and Technology",320,422817521,390475609,813293126,0.4801,"per pupil, in-district FTE",91,429.2,627.0,1040.5,4297,441,234 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,ODTR,ODTR,Out-of-district Transportation,278,251760422,0,251760422,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,OPMN,OPMN,Operations and Maintenance,320,1430000881,203110806,1633111693,0.1244,"per pupil, in-district FTE",16,1462.0,1738.5,2223.2,6996,1472,236 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,PDEV,PDEV,Professional Development,320,139076949,112862426,251939372,0.4480,"per pupil, in-district FTE",6,104.0,183.5,304.2,1012,18,314 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,SERV,SERV,Pupil Services,320,1303310296,815971881,2119282171,0.3850,"per pupil, in-district FTE",6,1913.0,2255.0,2779.8,6705,978,317 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,TCHR,TCHR,Teachers,320,6657714880,449300102,7107014985,0.0632,"per pupil, in-district FTE",3517,7125.2,7874.0,9086.8,22268,7133,238 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,category,TSER,TSER,Other Teaching Services,320,1498508380,230030766,1728539147,0.1331,"per pupil, in-district FTE",444,1550.8,1926.0,2357.8,7836,2092,118 of 320,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1110,School Committee,313,27936435,1960409,29896845,0.0656,"per pupil, in-district FTE",0,8.0,17.0,38.0,1172,1,303 of 313,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1210,Superintendent,318,98010327,3354430,101364757,0.0331,"per pupil, in-district FTE",18,101.2,160.0,245.5,1428,241,81 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1220,Assistant Superintendents,169,45984841,1485836,47470679,0.0313,"per pupil, in-district FTE",0,49.0,71.0,93.0,459,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1230,Other District-Wide Administration,192,60742370,14251390,74993762,0.1900,"per pupil, in-district FTE",1,33.0,58.0,104.0,755,29,150 of 192,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1410,Business and Finance,315,216227399,5045304,221272696,0.0228,"per pupil, in-district FTE",75,197.0,278.0,391.5,2727,310,131 of 315,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1420,Human Resources and Benefits,255,63965518,3411250,67376766,0.0506,"per pupil, in-district FTE",0,38.5,62.0,95.5,586,18,224 of 255,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1430,Legal Service for School Committee,306,27529261,970010,28499271,0.0340,"per pupil, in-district FTE",1,17.0,29.0,44.8,324,23,185 of 306,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1435,Legal Settlements,64,6755356,11500,6766856,0.0017,"per pupil, in-district FTE",0,4.0,13.0,24.8,332,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ADMN,1450,Administrative Technology-Districtwide,266,75097651,4300141,79397792,0.0542,"per pupil, in-district FTE",1,48.0,86.5,137.0,1049,111,98 of 266,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5100,Employer Retirement Contributions,313,611111349,18235623,629346974,0.0290,"per pupil, in-district FTE",13,580.0,761.0,975.0,4963,217,312 of 313,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5150,Employee Separation Costs,265,34288137,8382343,42670480,0.1964,"per pupil, in-district FTE",0,12.0,26.0,50.0,339,10,208 of 265,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5200,Insurance for Active Employees,318,1819298639,53101009,1872399643,0.0284,"per pupil, in-district FTE",307,1680.5,2083.0,2624.5,6667,307,318 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5250,Insurance for Retired School Employees,307,517393548,800658,518194206,0.0015,"per pupil, in-district FTE",51,365.5,559.0,798.0,3533,1545,5 of 307,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5260,Other Non-Employee Insurance,305,93920402,64862,93985264,0.0007,"per pupil, in-district FTE",0,84.0,134.0,210.0,1178,3,304 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5300,Rental Lease of Equipment,86,7663556,160908,7824464,0.0206,"per pupil, in-district FTE",0,4.2,29.0,43.0,425,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5350,Rental Lease of Buildings,53,15039474,954846,15994319,0.0597,"per pupil, in-district FTE",0,10.0,31.0,58.0,525,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5400,Short Term Interest RANs,1,1400484,0,1400484,0.0000,"per pupil, in-district FTE",469,469.0,469.0,469.0,469,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5500,Other Fixed Charges,89,16680324,172931,16853255,0.0103,"per pupil, in-district FTE",0,3.0,6.0,14.0,264,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,BENE,5550,School Crossing Guards,139,16646449,147911,16794360,0.0088,"per pupil, in-district FTE",0,9.0,18.0,33.0,75,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,GUID,2710,Guidance incl Adjustment Counselors,310,421817780,31530374,453348154,0.0696,"per pupil, in-district FTE",5,394.0,528.5,681.8,1429,650,93 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,GUID,2720,Testing and Assessment,245,21247677,5976769,27224446,0.2195,"per pupil, in-district FTE",0,7.0,17.0,41.0,822,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,GUID,2800,Psychological Services,308,181860253,10455455,192315709,0.0544,"per pupil, in-district FTE",9,125.5,184.5,305.0,1137,351,58 of 308,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,LDRS,2110,Curriculum Directors and Dept. Heads (Supervisory),310,318128896,59920301,378049198,0.1585,"per pupil, in-district FTE",18,228.0,335.5,535.0,2334,306,176 of 310,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,LDRS,2120,Curriculum Directors and Dept. Heads (Non-Supervisory),237,118532284,18956917,137489202,0.1379,"per pupil, in-district FTE",0,43.0,120.0,222.0,800,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,LDRS,2130,Instructional Technology Leadership and Training,183,48583765,4078279,52662044,0.0774,"per pupil, in-district FTE",0,41.0,83.0,154.5,617,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,LDRS,2210,School Leadership,318,671484740,30886368,702371108,0.0440,"per pupil, in-district FTE",87,651.0,754.5,921.5,3055,774,147 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,LDRS,2250,Administrative Technology and Support (Schools),199,16258256,1819937,18078193,0.1007,"per pupil, in-district FTE",0,5.0,20.0,68.5,882,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,MATL,2410,Textbooks,305,43271374,26956969,70228343,0.3838,"per pupil, in-district FTE",0,22.0,57.0,104.0,795,3,298 of 305,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,MATL,2415,Other Instructional Matls (Libraries),313,47624153,60660394,108284546,0.5602,"per pupil, in-district FTE",0,11.0,35.0,105.0,2588,207,50 of 313,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,MATL,2420,Instructional Equipment,275,28682104,28526796,57208899,0.4986,"per pupil, in-district FTE",0,13.0,34.0,71.0,2268,83,60 of 275,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,MATL,2430,General Classroom Supplies,314,83062959,35567263,118630221,0.2998,"per pupil, in-district FTE",0,61.2,106.0,159.5,1271,43,261 of 314,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,MATL,2440,Other Instructional Services,301,98456231,192745554,291201784,0.6619,"per pupil, in-district FTE",0,31.0,92.0,276.0,2701,34,219 of 301,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,MATL,2451,Instructional Hardware - Student and Staff Devices (computers),289,54213258,21940345,76153603,0.2881,"per pupil, in-district FTE",0,22.0,68.0,167.0,1199,70,143 of 289,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,MATL,2453,Instructional Hardware - All Other,217,21474931,7837809,29312740,0.2674,"per pupil, in-district FTE",0,7.0,27.0,65.0,1568,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,MATL,2455,Instructional Software and Other Instructional Materials,282,35762667,15949787,51712453,0.3084,"per pupil, in-district FTE",0,23.0,55.0,89.8,511,2,267 of 282,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,ODTR,9130,Charter Transportation Tuition,7,6067574,0,6067574,0.0000,not published — DESE prints 0 per pupil against out-of-district rows,,,,,,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4110,Custodial Services,315,443378597,24279669,467658267,0.0519,"per pupil, in-district FTE",5,452.0,557.0,696.0,2538,508,197 of 315,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4120,Heating of Buildings,299,99988153,5499355,105487510,0.0521,"per pupil, in-district FTE",0,104.5,145.0,198.5,1674,73,272 of 299,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4130,Utility Services,316,256697382,5686990,262384370,0.0217,"per pupil, in-district FTE",3,219.8,291.0,384.5,1335,235,219 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4210,Maintenance of Grounds,295,67944878,10538409,78483292,0.1343,"per pupil, in-district FTE",0,38.0,73.0,147.0,3390,73,148 of 295,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4220,Maintenance of Buildings,316,339408945,109262903,448671846,0.2435,"per pupil, in-district FTE",0,214.8,335.0,485.0,3453,216,236 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4225,Building Security System,173,8808707,2007039,10815746,0.1856,"per pupil, in-district FTE",0,4.0,15.0,41.0,476,1,148 of 173,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4230,Maintenance of Equipment,281,39421763,27825516,67247281,0.4138,"per pupil, in-district FTE",0,15.0,41.0,94.0,1255,13,215 of 281,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4300,Extraordinary Maintenance,100,26711061,8575414,35286474,0.2430,"per pupil, in-district FTE",0,20.8,50.5,177.2,2216,44,55 of 100,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4400,"Technology Infrastructure, Maintenance, and Support - Salaries",247,95555967,2289381,97845349,0.0234,"per pupil, in-district FTE",0,96.0,151.0,205.0,517,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,OPMN,4450,"Technology Infrastructure, Maintenance, and Support - All Other",262,51845686,7146136,58991820,0.1211,"per pupil, in-district FTE",1,25.0,54.0,111.8,867,308,7 of 262,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,PDEV,2351,Professional Development Leadership,154,12115733,4968748,17084481,0.2908,"per pupil, in-district FTE",0,4.0,15.5,42.0,270,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,PDEV,2352,Instructional Coaches,144,63282680,22199797,85482477,0.2597,"per pupil, in-district FTE",0,16.0,59.0,173.2,620,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,PDEV,2354,Stipends for Teachers Providing Instructional Coaching,231,8398837,10841674,19240510,0.5635,"per pupil, in-district FTE",0,9.0,20.0,45.0,618,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,PDEV,2356,Costs for Instructional Staff to Attend Professional Development,298,38409755,31810429,70220184,0.4530,"per pupil, in-district FTE",1,24.0,47.0,87.0,472,1,295 of 298,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,PDEV,2358,Outside Professional Development Providers for Instructional Staff,289,16686255,42878834,59565088,0.7199,"per pupil, in-district FTE",0,21.0,55.0,118.0,561,17,224 of 289,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,SERV,3100,Attendance and Parent Liaison Services,152,43570920,10024332,53595254,0.1870,"per pupil, in-district FTE",0,5.0,26.5,68.5,448,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,SERV,3200,Medical/Health Services,317,219685895,17458269,237144170,0.0736,"per pupil, in-district FTE",25,213.0,259.0,323.0,1322,178,275 of 317,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,SERV,3300,Transportation Services,318,749996698,92340601,842337296,0.1096,"per pupil, in-district FTE",64,658.8,889.5,1211.0,5231,602,258 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,SERV,3400,Food Services,314,24493844,579355836,603849682,0.9594,"per pupil, in-district FTE",3,532.0,625.0,759.0,1918,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,SERV,3510,Athletics,268,159656313,48056863,207713181,0.2314,"per pupil, in-district FTE",13,207.5,289.0,423.5,1118,188,214 of 268,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,SERV,3520,Other Student Activities,292,45520071,62476678,107996747,0.5785,"per pupil, in-district FTE",1,50.8,98.0,190.0,965,10,284 of 292,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,SERV,3600,School Security,220,60293953,6197924,66491876,0.0932,"per pupil, in-district FTE",0,20.0,49.5,104.2,726,,,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,TCHR,2305,"Teachers, Classroom",318,6645000808,445602460,7090603271,0.0628,"per pupil, in-district FTE",4641,7133.0,7882.0,9090.2,22268,7133,238 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,TSER,2320,Medical/ Therapeutic Services,306,407475964,36198411,443674376,0.0816,"per pupil, in-district FTE",1,328.2,518.5,689.0,2315,413,203 of 306,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,TSER,2324,"Substitutes, Long-Term",216,55125773,3158446,58284219,0.0542,"per pupil, in-district FTE",0,30.0,62.5,107.0,466,23,176 of 216,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,TSER,2325,"Substitutes, Short-Term",316,127021701,11911326,138933027,0.0857,"per pupil, in-district FTE",1,94.8,137.5,190.0,521,224,48 of 316,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,TSER,2330,Paraprofessionals,318,816385321,168866217,985251538,0.1714,"per pupil, in-district FTE",111,837.2,1080.0,1423.5,4584,1196,125 of 318,sources/state-dese/district-expenditures-by-function.xlsx
2024,detail,TSER,2340,Librarians/Media Center Directors,285,83206922,2731577,85938499,0.0318,"per pupil, in-district FTE",10,68.0,119.0,185.0,1075,236,32 of 285,sources/state-dese/district-expenditures-by-function.xlsx
