dor_code,municipality,fy,vote_date,result,yes_votes,no_votes,vote_type,department,description,amount,source_file,sha256
304,Uxbridge,2005,2004-08-17,LOSS,1657,1825,Override,PUBLIC WORKS & FACILITIES,Public Works Operating Budger,150000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
304,Uxbridge,2005,2004-08-17,WIN,1782,1700,Override,GENERAL OPERATING,School/Town Building Maintenanced Account,200000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
305,Wakefield,1991,1990-04-01,WIN,2908,2426,Override,PUBLIC WORKS & FACILITIES,Collection/Disposal Of Trash,760000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
306,Wales,1991,1990-05-01,LOSS,127,278,Override,GENERAL OPERATING,General Operating Budget,250000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
306,Wales,1992,1992-01-01,WIN,408,249,Override,PUBLIC WORKS & FACILITIES,Fund Transfer Station Operations,20120,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
306,Wales,1992,1992-01-01,LOSS,249,407,Override,SCHOOL,Fund Wales Elementary School Budget,160745,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
307,Walpole,1991,1990-05-01,LOSS,2259,3095,Override,GENERAL OPERATING,General Operating Expenses,452000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
307,Walpole,1992,1991-06-01,LOSS,1301,2137,Override,PUBLIC WORKS & FACILITIES,Fund Solid/Hazardous Waste Budget,816521,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
307,Walpole,2002,2001-09-11,WIN,5259,4975,Override,GENERAL GOVERNMENT,Genreal Operating Expenses,3709259,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
307,Walpole,2013,2012-06-02,WIN,3809,3502,Override,GENERAL OPERATING,Funding Municipal And School Operating Budgets,3000000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1990,1989-06-01,LOSS,746,2268,Override,GENERAL OPERATING,Town Expenses,597460,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1991,1990-07-01,WIN,1336,1169,Override,CULTURE AND RECREATION,Fund Young Man'S Library Association,80000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1991,1990-07-01,LOSS,822,1683,Override,SCHOOL,Funding Various Sch. Budgets,490000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1991,1990-07-01,LOSS,647,1841,Override,GENERAL OPERATING,Fund Gen. Oper. Budget/Various Accts.,90000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1991,1990-07-01,LOSS,499,2004,Override,PUBLIC SAFETY,Fund Police Department Budget,70000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1991,1990-07-01,LOSS,438,2058,Override,PUBLIC SAFETY,Fund Fire Dept. Budget/Ambulance Serv.,140000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1991,1990-11-01,LOSS,489,807,Override,SCHOOL,Note Pre And Admin Costs Ware Elementary,12000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1991,1990-11-01,LOSS,486,815,Override,SCHOOL,"Note Pre, Admin Costs New Boiler Ware Mid",6000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1991,1990-07-01,LOSS,550,1952,Override,PUBLIC WORKS & FACILITIES,Funding Dpw Budget,216000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,390,2224,Override,GENERAL GOVERNMENT,Fund Adminatrative Asst. Salary,1371,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,504,2096,Override,GENERAL GOVERNMENT,Fund Secretary Salaries,9215,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,529,2086,Override,EMPLOYEE BENEFITS,Fund Municipal Grp.Health & Medical Insur,85000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,601,2008,Override,PUBLIC WORKS & FACILITIES,Fund Municipal Gasoline Account,7000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,684,1922,Override,PUBLIC WORKS & FACILITIES,Fund D.P.W. Expenses,89236,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,745,1858,Override,PUBLIC SAFETY,Fund Police Officers Salary,25233,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,934,1687,Override,CULTURE AND RECREATION,Fund Swimming Instructor Salary,1000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,1043,1598,Override,SCHOOL,Fund Oper. Expenses Ware Sch. Department,400000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,1214,1411,Override,CULTURE AND RECREATION,Fund Expenses Of Library Association,27263,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,1992,1991-06-01,LOSS,1056,1565,Override,SCHOOL,Path.Reg.Voke Tech.H.Sch.Dist.Assessment,18568,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,839,1360,Override,SCHOOL,Funding Ware Schools,486705,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,661,1516,Override,PUBLIC WORKS & FACILITIES,Funding Public Works Department,129892,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,933,1221,Override,GENERAL OPERATING,Funding Veterans Services Department,4463,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,759,1388,Override,GENERAL GOVERNMENT,Fund Council On Aging Department,7481,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,885,1291,Override,CULTURE AND RECREATION,Funding Park And Recreation Department,13093,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,589,1596,Override,PUBLIC SAFETY,Fund Fire Department,64755,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,666,1519,Override,PUBLIC SAFETY,Funding Police Department,111075,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,451,1717,Override,GENERAL GOVERNMENT,Funding General Government Of The Town,65000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2005,2004-06-28,LOSS,925,1257,Override,CULTURE AND RECREATION,Funding Young Mens Library,15245,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2006,2005-06-27,LOSS,547,1458,Override,SCHOOL,Funding The Ware Schools,704742,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2007,2006-06-05,LOSS,666,1067,Override,SCHOOL,Funding The Ware Schools,954443,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2016,2015-06-22,LOSS,377,1226,Override,GENERAL GOVERNMENT,"Funding The Following Departmental Expenses: Treasurer/Collector, Police Department, Fire Department, Department Of Public Works, Council On Aging, Health And Medical Insurance, School Department",582800,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
309,Ware,2024,2022-11-08,WIN,2033,1140,Underride,GENERAL GOVERNMENT,Reduction In Ability To Assess Real Estate And Personal Property Taxes,-400000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
310,Wareham,1991,1990-06-01,LOSS,182,648,Override,SCHOOL,Quaboag Regional Assessment,336532,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
310,Wareham,2013,2012-07-25,LOSS,712,1678,Override,SCHOOL,Preventing Layoff Of Teachers,780000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
310,Wareham,2015,2014-06-17,LOSS,1332,2811,Override,GENERAL GOVERNMENT,Fund Town And School Operating And Capital Expenses,4500000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1990,1989-09-01,LOSS,99,195,Override,GENERAL GOVERNMENT,General Government,72983,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1990,1989-11-01,WIN,162,161,Override,GENERAL OPERATING,General Operating Budget,35784,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1991,1990-05-01,LOSS,99,173,Override,SCHOOL,Fund Elementary School Budget,25379,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1991,1990-05-01,LOSS,102,170,Override,PUBLIC WORKS & FACILITIES,Fund Solid Waste Dist.Budget,1232,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1991,1990-05-01,LOSS,107,166,Override,PUBLIC SAFETY,Fund Police Budget,2000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1991,1990-05-01,LOSS,119,153,Override,PUBLIC SAFETY,Fund Ambulance Service Budget,2500,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1991,1990-11-01,WIN,129,94,Override,GENERAL OPERATING,Generl Operating Budget,26640,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1991,1990-05-01,LOSS,93,180,Override,SCHOOL,Fund Regional High School Budget,14738,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1991,1990-05-01,LOSS,60,212,Override,EMPLOYEE BENEFITS,Fund Health Insur.Costs,43231,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1991,1990-10-01,LOSS,114,123,Override,GENERAL GOVERNMENT,General Government,71437,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1992,1991-06-20,LOSS,76,105,Override,GENERAL OPERATING,Addit.Asses. For Highway And Schoo Dept,12400,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1992,1991-06-20,LOSS,44,135,Override,GENERAL OPERATING,Addit.Asses.For Highways And School Dept,22400,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1992,1991-06-20,LOSS,48,133,Override,GENERAL OPERATING,Highway And School Budgets,32400,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,70,96,Override,GENERAL GOVERNMENT,Additional Taxes - Board Of Selectmen,1763,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,70,93,Override,GENERAL GOVERNMENT,Monies For Conservation Commission,50,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,67,97,Override,SCHOOL,Pioneer Valley Regional School,11943,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,67,93,Override,PUBLIC WORKS & FACILITIES,Landfill,352,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,67,92,Override,GENERAL GOVERNMENT,Computer For Town Office,1262,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,66,98,Override,GENERAL GOVERNMENT,Treasurer,265,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,66,91,Override,PUBLIC SAFETY,Purchase Furnace  And Roof For Fire Dept,2108,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,64,102,Override,PUBLIC WORKS & FACILITIES,Highway Maintenance,2164,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,64,100,Override,PUBLIC WORKS & FACILITIES,Highway Dept  Maintenance,148,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,63,102,Override,PUBLIC WORKS & FACILITIES,Highway Machinery,870,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,59,104,Override,PUBLIC WORKS & FACILITIES,Snow Removal - Superintendent Overtime,4414,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,72,92,Override,GENERAL GOVERNMENT,Town Accountant,2323,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,72,93,Override,GENERAL GOVERNMENT,Town Hall,544,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,73,88,Override,PUBLIC WORKS & FACILITIES,Board Of Health,39,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,75,88,Override,GENERAL GOVERNMENT,Town Counsel,90,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,75,90,Override,SCHOOL,Franklin County Tech School,2288,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,76,87,Override,PUBLIC WORKS & FACILITIES,Tree Warden,15,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,79,84,Override,GENERAL GOVERNMENT,Copier For Town Hall,157,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,51,113,Override,PUBLIC WORKS & FACILITIES,Highway Wages And Leave,12618,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,WIN,83,80,Override,GENERAL OPERATING,Interoffice Supplies,407,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,WIN,87,78,Override,GENERAL GOVERNMENT,Town Clerk,347,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,WIN,92,71,Override,PUBLIC SAFETY,Police Department,253,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,WIN,92,73,Override,PUBLIC SAFETY,Fire Department,751,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,WIN,101,63,Override,CULTURE AND RECREATION,Library,326,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
312,Warwick,1993,1992-08-03,LOSS,82,83,Override,GENERAL GOVERNMENT,Addit  Taxes For Collector Of Taxes,24,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
313,Washington,1995,1994-07-09,WIN,56,31,Override,PUBLIC WORKS & FACILITIES,Operating Solid Waste Transfer Station,23953,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
313,Washington,1995,1994-07-09,LOSS,42,44,Override,PUBLIC WORKS & FACILITIES,Painting Highway Dept. Storage Shed,995,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
313,Washington,1995,1994-07-09,LOSS,42,45,Override,PUBLIC WORKS & FACILITIES,Painting Highway Dept. Salt Shed,1400,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
313,Washington,1995,1994-05-09,WIN,52,35,Override,PUBLIC SAFETY,Police Department Operation,2680,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
313,Washington,1995,1994-07-09,WIN,45,42,Override,GENERAL GOVERNMENT,Town Hall Painting,1205,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
313,Washington,1997,1996-06-22,WIN,27,11,Override,PUBLIC WORKS & FACILITIES,Tree Work Account,3200,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
313,Washington,1997,1996-06-22,WIN,30,8,Override,PUBLIC WORKS & FACILITIES,Gravek Road Account,5000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
313,Washington,2023,2022-05-24,WIN,53,25,Override,GENERAL OPERATING,Fund Operating Budget And Reg School District,150000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
315,Wayland,1990,1989-09-01,WIN,2468,1146,Override,GENERAL OPERATING,Operating,447141,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
315,Wayland,1990,1989-04-01,LOSS,1801,1926,Override,GENERAL OPERATING,General Operating Expenditures,900000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
315,Wayland,1991,1990-04-01,WIN,2623,1446,Override,GENERAL OPERATING,General Operating Budget,826663,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
315,Wayland,1995,1994-04-26,WIN,2297,1535,Override,GENERAL OPERATING,General Operating Expenditures,1150091,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
315,Wayland,1998,1997-04-15,WIN,1895,1267,Override,SCHOOL,General Operation Of Wayland Public Sch.,756000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
315,Wayland,2003,2002-04-23,WIN,1334,972,Override,GENERAL GOVERNMENT,General Operating Expenses,1300000,OverrideUnderrideVotes.xlsx,8fa6e1fbcf9771b1bdd53778c431c13b72d5b119d23f87f5366b9f20b686b2d6
