fy,town,enrollment_reason,lea,district,students,doc_id_sending,doc_id_receiving
2018,Littleton,School Choice Program,06160000,Ayer Shirley School District,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Littleton,Tuitioned In - Agreement With Another In-state District,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lowell,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Charter School,04450000,Abby Kelley Foster Charter Public (District),1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Charter School,04740000,Sizer School: A North Central Charter Essential (District),15,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Charter School,04780000,Francis W. Parker Charter Essential (District),14,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Foreign Exchange Student,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Resident/Member,01620000,Lunenburg,1598,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Resident/Member,04680000,Ma Academy for Math and Science,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Resident/Member,08320000,Montachusett Regional Vocational Technical,77,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,00640000,Clinton,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,00970000,Fitchburg,23,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,01250000,Harvard,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,01530000,Leominster,18,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,01580000,Littleton,5,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,01740000,Maynard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,06160000,Ayer Shirley School District,19,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,07250000,Nashoba,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,07350000,North Middlesex,7,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,07550000,Ralph C Mahar,9,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,08520000,Nashoba Valley Regional Vocational Technical,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,39010000,Greater Commonwealth Virtual District,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,School Choice Program,39020000,TEC Connections Academy Commonwealth Virtual School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Tuitioned In - Chapter 74,08300000,Minuteman Regional Vocational Technical,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Tuitioned In - Waived by Local Agreement,02880000,Sudbury,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Lunenburg,Tuitioned In - Waived by Local Agreement,06000000,Acton-Boxborough,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Marlborough,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Out of State,Tuitioned - Out of State,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Pepperell,Resident/Member,07350000,North Middlesex,1476,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Pepperell,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Pepperell,School Choice Program,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Pepperell,School Choice Program,06160000,Ayer Shirley School District,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Pepperell,School Choice Program,06730000,Groton-Dunstable,15,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Petersham,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Phillipston,School Choice Program,06100000,Ashburnham-Westminster,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Princeton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Royalston,School Choice Program,06100000,Ashburnham-Westminster,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Shirley,Resident/Member,06160000,Ayer Shirley School District,682,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Shirley,School Choice Program,01250000,Harvard,10,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Shirley,School Choice Program,01620000,Lunenburg,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Shirley,School Choice Program,06100000,Ashburnham-Westminster,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Shirley,School Choice Program,07350000,North Middlesex,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Shirley,Tuitioned In - Agreement With Another In-state District,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Shirley,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,35,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Sterling,School Choice Program,07350000,North Middlesex,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Stow,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Stow,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Templeton,School Choice Program,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Templeton,School Choice Program,06100000,Ashburnham-Westminster,13,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Townsend,Resident/Member,07350000,North Middlesex,1165,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Townsend,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Townsend,School Choice Program,01620000,Lunenburg,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Townsend,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Townsend,School Choice Program,06160000,Ayer Shirley School District,12,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Townsend,School Choice Program,06730000,Groton-Dunstable,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Townsend,Tuitioned In - Agreement With Another In-state District,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Warren,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,West Boylston,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Westford,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Westminster,Resident/Member,06100000,Ashburnham-Westminster,1165,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Winchendon,School Choice Program,06100000,Ashburnham-Westminster,26,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Winchendon,School Choice Program,06160000,Ayer Shirley School District,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2018,Winchendon,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Acton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Acton,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ashburnham,Foreign Exchange Student,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ashburnham,Resident/Member,06100000,Ashburnham-Westminster,986,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ashburnham,School Choice Program,07350000,North Middlesex,6,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ashby,Resident/Member,07350000,North Middlesex,344,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ashby,School Choice Program,01620000,Lunenburg,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ashby,School Choice Program,06100000,Ashburnham-Westminster,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Athol,School Choice Program,06100000,Ashburnham-Westminster,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ayer,Resident/Member,06160000,Ayer Shirley School District,867,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ayer,School Choice Program,01250000,Harvard,12,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ayer,School Choice Program,06730000,Groton-Dunstable,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ayer,Tuitioned In - Paid by Parent/Guardian,06160000,Ayer Shirley School District,31,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Ayer,Tuitioned In - Waived by Local Agreement,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Bolton,School Choice Program,01250000,Harvard,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Boxborough,Foreign Exchange Student,06730000,Groton-Dunstable,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Chelmsford,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Clinton,School Choice Program,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Clinton,School Choice Program,06160000,Ayer Shirley School District,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Devens,School Choice Program,06160000,Ayer Shirley School District,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Devens,Tuitioned In - Agreement With Another In-state District,01250000,Harvard,80,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Devens,Tuitioned In - Paid by Parent/Guardian,01250000,Harvard,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Dracut,School Choice Program,06160000,Ayer Shirley School District,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Dracut,School Choice Program,07350000,North Middlesex,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Dunstable,Resident/Member,06730000,Groton-Dunstable,535,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Dunstable,School Choice Program,01250000,Harvard,2,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Dunstable,Tuitioned In - Paid by Parent/Guardian,06730000,Groton-Dunstable,4,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Fitchburg,School Choice Program,01250000,Harvard,3,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Fitchburg,School Choice Program,01620000,Lunenburg,13,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Fitchburg,School Choice Program,06100000,Ashburnham-Westminster,36,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Fitchburg,School Choice Program,06160000,Ayer Shirley School District,37,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Fitchburg,School Choice Program,06730000,Groton-Dunstable,1,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
2019,Fitchburg,School Choice Program,07350000,North Middlesex,46,sources/state-dese/dese-residents-sending.xlsx,sources/state-dese/dese-enrollment-receiving.xlsx
